EvidenceID,CaseMasterID,EvidenceType,Description,CollectionDate
3935,1802,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2025-05-23
3936,1802,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2025-06-02
3937,1803,Digital Communication Record,Digital communication records recovered relevant to the case.,2025-08-07
3938,1804,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2026-06-14
3939,1804,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2026-06-07
3940,1805,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2024-09-12
3941,1806,Seized Property List,Inventory list of property seized from the scene under panchnama.,2022-09-16
3942,1806,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2022-09-20
3943,1807,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2025-09-05
3944,1807,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2025-10-05
3945,1807,Server Log,Server access logs obtained from the platform involved in the incident.,2025-08-16
3946,1807,IP Access Log,IP access logs obtained from the service provider linked to the reported activity.,2025-10-03
3947,1807,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2025-09-12
3948,1808,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-05-29
3949,1808,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2023-05-01
3950,1809,Seized Property List,Inventory list of property seized from the scene under panchnama.,2024-04-08
3951,1809,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2024-03-27
3952,1809,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-03-10
3953,1809,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-03-15
3954,1811,Seizure Photograph,Photographs taken at the time of seizure of case property.,2022-11-08
3955,1812,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2026-01-01
3956,1812,Forged Document,Suspected forged document seized and sent for handwriting/document examination.,2026-02-13
3957,1812,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2026-01-16
3958,1813,Weapon Recovery,Weapon suspected to be used in the offence recovered from a residential premises and sent for forensic examination.,2025-02-18
3959,1814,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2026-04-20
3960,1814,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2026-05-22
3961,1814,Seized Property List,Inventory list of property seized from the scene under panchnama.,2026-04-03
3962,1815,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2024-06-16
3963,1816,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2022-08-17
3964,1817,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2026-08-05
3965,1817,Audit Report,Audit report obtained to verify financial irregularities alleged in the case.,2026-08-05
3966,1817,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2026-07-25
3967,1817,Forged Document,Suspected forged document seized and sent for handwriting/document examination.,2026-07-24
3968,1819,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2025-07-28
3969,1819,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2025-06-29
3970,1820,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2024-01-09
3971,1821,Digital Communication Record,Digital communication records recovered relevant to the case.,2026-08-03
3972,1822,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-03-03
3973,1822,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2026-02-24
3974,1823,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2025-10-12
3975,1823,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-08-26
3976,1823,Seized Property List,Inventory list of property seized from the scene under panchnama.,2025-09-24
3977,1823,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-10-24
3978,1823,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2025-08-24
3979,1824,Rescue Report,Rescue operation report prepared by the investigating team.,2022-10-20
3980,1825,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2026-10-19
3981,1826,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2025-05-26
3982,1826,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-04-01
3983,1827,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2027-02-01
3984,1828,Digital Communication Record,Digital communication records recovered relevant to the case.,2025-12-07
3985,1828,Seized Document,Documents seized from the accused relevant to the investigation.,2025-12-18
3986,1828,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2025-11-27
3987,1828,Seized Document,Documents seized from the accused relevant to the investigation.,2025-11-22
3988,1828,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2025-11-14
3989,1828,Seized Document,Documents seized from the accused relevant to the investigation.,2025-11-24
3990,1829,Digital Communication Record,Digital communication records recovered relevant to the case.,2024-06-09
3991,1829,Seized Document,Documents seized from the accused relevant to the investigation.,2024-05-19
3992,1829,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2024-05-26
3993,1831,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2026-02-26
3994,1831,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2026-02-15
3995,1832,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2024-11-28
3996,1832,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2024-12-17
3997,1832,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2024-11-30
3998,1833,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2022-03-17
3999,1833,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-04-25
4000,1833,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2022-04-25
4001,1834,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2025-01-19
4002,1835,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2023-01-05
4003,1835,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2022-12-15
4004,1835,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2023-01-10
4005,1835,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-01-30
4006,1835,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-12-31
4007,1836,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2025-04-17
4008,1836,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-05-27
4009,1839,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2025-06-27
4010,1840,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2022-09-11
4011,1840,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-09-04
4012,1841,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2025-02-04
4013,1841,Audit Report,Audit report obtained to verify financial irregularities alleged in the case.,2025-03-10
4014,1841,Seized Financial Record,Financial records seized from the premises during search.,2025-01-30
4015,1842,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2024-01-08
4016,1842,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2024-01-16
4017,1842,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2024-01-31
4018,1842,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2024-01-05
4019,1842,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2024-01-19
4020,1843,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2023-11-11
4021,1843,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-11-23
4022,1843,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2023-11-02
4023,1843,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2023-12-15
4024,1843,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2023-11-18
4025,1845,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-10-04
4026,1845,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2026-09-19
4027,1846,Rescue Report,Rescue operation report prepared by the investigating team.,2023-08-08
4028,1846,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2023-07-23
4029,1846,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2023-06-25
4030,1846,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-08-02
4031,1846,Travel Document,Travel/identity documents of the victim seized during the investigation.,2023-07-17
4032,1847,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2022-09-21
4033,1847,Seized Property List,Inventory list of property seized from the scene under panchnama.,2022-10-01
4034,1848,Seizure Photograph,Photographs taken at the time of seizure of case property.,2025-07-14
4035,1848,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2025-07-06
4036,1849,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2024-04-20
4037,1850,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-09-04
4038,1851,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2022-11-06
4039,1853,Seized Financial Record,Financial records seized from the premises during search.,2023-07-02
4040,1853,Audit Report,Audit report obtained to verify financial irregularities alleged in the case.,2023-07-02
4041,1854,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2025-04-11
4042,1855,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2024-03-28
4043,1856,Seized Financial Record,Financial records seized from the premises during search.,2024-03-14
4044,1857,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-03-24
4045,1857,Rescue Report,Rescue operation report prepared by the investigating team.,2025-03-18
4046,1857,Travel Document,Travel/identity documents of the victim seized during the investigation.,2025-04-01
4047,1857,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2025-05-06
4048,1858,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2023-03-23
4049,1859,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2026-09-06
4050,1859,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2026-08-18
4051,1859,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2026-08-28
4052,1859,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2026-08-12
4053,1859,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2026-10-08
4054,1860,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2025-05-11
4055,1860,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2025-07-03
4056,1860,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-06-06
4057,1860,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2025-05-31
4058,1860,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2025-06-29
4059,1861,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2025-09-03
4060,1861,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2025-09-06
4061,1862,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2026-04-10
4062,1862,Video Recording,Video recording of the incident obtained from bystanders/media sources.,2026-03-19
4063,1863,Weapon Recovery,Weapon suspected to be used in the offence recovered from a residential premises and sent for forensic examination.,2022-05-24
4064,1864,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-04-21
4065,1864,Rescue Report,Rescue operation report prepared by the investigating team.,2025-05-15
4066,1864,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2025-05-27
4067,1866,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2024-11-09
4068,1866,IP Access Log,IP access logs obtained from the service provider linked to the reported activity.,2024-09-25
4069,1866,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2024-10-15
4070,1867,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2026-09-15
4071,1867,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-08-31
4072,1868,CCTV Footage,CCTV footage obtained from the main road junction covering the period of the incident.,2025-07-21
4073,1868,Weapon Recovery,Weapon suspected to be used in the offence recovered from a nearby shop and sent for forensic examination.,2025-07-19
4074,1868,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2025-06-24
4075,1868,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-07-02
4076,1869,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2024-07-28
4077,1869,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2024-07-17
4078,1869,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2024-07-02
4079,1869,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2024-08-23
4080,1870,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2026-07-05
4081,1870,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2026-06-14
4082,1870,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2026-06-08
4083,1871,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2026-10-19
4084,1872,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2023-12-07
4085,1873,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2023-10-12
4086,1873,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2023-09-21
4087,1873,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2023-09-16
4088,1874,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2022-06-30
4089,1874,Seized Document,Documents seized from the accused relevant to the investigation.,2022-06-13
4090,1874,Digital Communication Record,Digital communication records recovered relevant to the case.,2022-05-15
4091,1875,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2023-07-28
4092,1875,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2023-07-16
4093,1876,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2026-08-17
4094,1877,Seized Financial Record,Financial records seized from the premises during search.,2027-01-04
4095,1877,Forged Document,Suspected forged document seized and sent for handwriting/document examination.,2027-01-22
4096,1878,Digital Communication Record,Digital communication records recovered relevant to the case.,2025-06-11
4097,1879,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2025-02-21
4098,1879,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2025-02-10
4099,1879,Video Recording,Video recording of the incident obtained from bystanders/media sources.,2025-03-20
4100,1879,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-02-24
4101,1880,Weapon Recovery,Weapon suspected to be used in the offence recovered from a commercial establishment and sent for forensic examination.,2026-12-03
4102,1880,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2026-12-04
4103,1881,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2023-04-03
4104,1882,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-08-25
4105,1883,Travel Document,Travel/identity documents of the victim seized during the investigation.,2023-04-07
4106,1883,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2023-04-13
4107,1883,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2023-03-28
4108,1884,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-05-02
4109,1884,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2026-06-08
4110,1885,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-10-19
4111,1885,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2026-10-08
4112,1886,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2023-04-09
4113,1886,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2023-05-30
4114,1888,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2022-10-09
4115,1888,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2022-10-02
4116,1888,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2022-09-18
4117,1888,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-10-12
4118,1889,Server Log,Server access logs obtained from the platform involved in the incident.,2024-02-20
4119,1889,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2024-03-24
4120,1890,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2026-12-06
4121,1891,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2023-02-21
4122,1891,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2023-03-14
4123,1891,Server Log,Server access logs obtained from the platform involved in the incident.,2023-02-26
4124,1892,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2022-03-31
4125,1892,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2022-03-05
4126,1893,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-06-22
4127,1894,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2026-05-05
4128,1894,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2026-04-29
4129,1895,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2022-05-08
4130,1896,IP Access Log,IP access logs obtained from the service provider linked to the reported activity.,2022-07-09
4131,1896,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2022-07-24
4132,1896,Server Log,Server access logs obtained from the platform involved in the incident.,2022-09-06
4133,1897,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2024-02-29
4134,1897,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2024-04-15
4135,1897,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2024-04-09
4136,1897,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-04-04
4137,1898,Digital Communication Record,Digital communication records recovered relevant to the case.,2024-08-31
4138,1899,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2023-04-19
4139,1899,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2023-03-06
4140,1899,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2023-03-02
4141,1899,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-03-12
4142,1899,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2023-03-05
4143,1900,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2026-08-23
4144,1900,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-08-04
4145,1901,Seized Document,Documents seized from the accused relevant to the investigation.,2025-10-26
4146,1902,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2023-07-19
4147,1902,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2023-06-22
4148,1903,Seizure Photograph,Photographs taken at the time of seizure of case property.,2022-05-07
4149,1903,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2022-05-31
4150,1904,Seized Property List,Inventory list of property seized from the scene under panchnama.,2023-06-22
4151,1904,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2023-08-16
4152,1905,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-03-20
4153,1906,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2023-04-11
4154,1906,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2023-03-16
4155,1906,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2023-04-19
4156,1906,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-05-03
4157,1907,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2023-06-19
4158,1907,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-05-06
4159,1907,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2023-05-17
4160,1908,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-03-19
4161,1908,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2022-02-16
4162,1909,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2026-05-03
4163,1911,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2027-01-01
4164,1911,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2026-12-26
4165,1912,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2026-02-26
4166,1912,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2026-02-25
4167,1913,Server Log,Server access logs obtained from the platform involved in the incident.,2025-01-28
4168,1916,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2025-05-04
4169,1917,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2026-12-02
4170,1917,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2026-11-23
4171,1918,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-09-20
4172,1918,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2023-08-16
4173,1918,Weapon Recovery,Weapon suspected to be used in the offence recovered from a commercial establishment and sent for forensic examination.,2023-08-16
4174,1918,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2023-09-04
4175,1918,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2023-08-14
4176,1919,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2026-02-20
4177,1919,Server Log,Server access logs obtained from the platform involved in the incident.,2026-01-31
4178,1919,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2026-03-05
4179,1919,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2026-02-26
4180,1920,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2025-11-23
4181,1921,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2026-03-06
4182,1922,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2023-07-20
4183,1923,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2025-07-08
4184,1924,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2023-04-17
4185,1924,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-04-15
4186,1924,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2023-02-28
4187,1925,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-04-11
4188,1926,Seizure Photograph,Photographs taken at the time of seizure of case property.,2022-07-17
4189,1926,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2022-08-11
4190,1927,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2023-03-04
4191,1927,Weapon Recovery,Weapon suspected to be used in the offence recovered from the scene of occurrence and sent for forensic examination.,2023-02-08
4192,1927,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2023-02-27
4193,1927,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-01-15
4194,1928,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2025-08-15
4195,1928,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2025-08-09
4196,1928,Seizure Photograph,Photographs taken at the time of seizure of case property.,2025-07-20
4197,1928,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2025-06-20
4198,1929,Digital Communication Record,Digital communication records recovered relevant to the case.,2024-03-11
4199,1930,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2024-10-28
4200,1930,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2024-11-06
4201,1930,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2024-10-27
4202,1930,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2024-10-17
4203,1931,Server Log,Server access logs obtained from the platform involved in the incident.,2026-11-03
4204,1931,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2026-10-23
4205,1932,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2022-07-08
4206,1932,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-07-02
4207,1932,Seized Property List,Inventory list of property seized from the scene under panchnama.,2022-07-15
4208,1932,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2022-06-19
4209,1933,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2026-05-30
4210,1934,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2024-01-07
4211,1935,Seized Property List,Inventory list of property seized from the scene under panchnama.,2022-10-03
4212,1935,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-10-20
4213,1935,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2022-10-22
4214,1935,Seized Property List,Inventory list of property seized from the scene under panchnama.,2022-08-31
4215,1936,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2026-09-02
4216,1936,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2026-08-27
4217,1936,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2026-10-11
4218,1936,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2026-10-12
4219,1937,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2026-02-26
4220,1938,Seized Document,Documents seized from the accused relevant to the investigation.,2022-04-01
4221,1938,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2022-04-17
4222,1938,Digital Communication Record,Digital communication records recovered relevant to the case.,2022-05-20
4223,1939,CCTV Footage,CCTV footage obtained from the main road junction covering the period of the incident.,2026-01-05
4224,1939,Weapon Recovery,Weapon suspected to be used in the offence recovered from the main road junction and sent for forensic examination.,2025-11-17
4225,1940,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2022-10-21
4226,1940,IP Access Log,IP access logs obtained from the service provider linked to the reported activity.,2022-11-02
4227,1940,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2022-09-23
4228,1941,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2026-01-20
4229,1942,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2023-08-31
4230,1942,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2023-10-04
4231,1942,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-08-09
4232,1942,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2023-08-30
4233,1942,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2023-09-17
4234,1943,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2024-09-27
4235,1943,Video Recording,Video recording of the incident obtained from bystanders/media sources.,2024-09-27
4236,1943,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2024-10-04
4237,1944,Travel Document,Travel/identity documents of the victim seized during the investigation.,2026-08-02
4238,1944,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2026-08-05
4239,1945,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2022-02-13
4240,1945,Seizure Photograph,Photographs taken at the time of seizure of case property.,2022-03-31
4241,1946,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2023-01-03
4242,1947,Seized Financial Record,Financial records seized from the premises during search.,2025-10-08
4243,1948,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-10-01
4244,1948,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2025-10-22
4245,1949,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2023-10-23
4246,1949,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2023-10-03
4247,1949,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-10-25
4248,1950,Weapon Recovery,Weapon suspected to be used in the offence recovered from the victim's residence and sent for forensic examination.,2023-04-02
4249,1950,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2023-04-23
4250,1951,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2026-12-04
